#rho	 Pc
 2.219080650398878E-05 -8.779061507188556E-03
 2.242205108319394E-05 -8.893893864520571E-03
 2.265570540155853E-05 -9.010904926199258E-03
 2.289179457034287E-05 -9.129493010475805E-03
 2.313034396248500E-05 -9.249156327481130E-03
 2.337137921532785E-05 -9.369302631125512E-03
 2.361492623337433E-05 -9.489228396727162E-03
 2.386101119107144E-05 -9.608157049896371E-03
 2.410966053562308E-05 -9.725180409804402E-03
 2.436090098983269E-05 -9.839314776790242E-03
 2.461475955497503E-05 -9.949418518518473E-03
 2.487126351369791E-05 -1.005417872257294E-02
 2.513044043295463E-05 -1.015215307321491E-02
 2.539231816696650E-05 -1.024234247435953E-02
 2.565692486021619E-05 -1.032486455003022E-02
 2.592428895047279E-05 -1.040053821589660E-02
 2.619443917184798E-05 -1.047029119818918E-02
 2.646740455788388E-05 -1.053523464754787E-02
 2.674321444467374E-05 -1.059673216538714E-02
 2.702189847401454E-05 -1.065631025481996E-02
 2.730348659659246E-05 -1.071581928538213E-02
 2.758800907520216E-05 -1.077735625167016E-02
 2.787549648799891E-05 -1.084331584856693E-02
 2.816597973178474E-05 -1.091654293312285E-02
 2.845949002532937E-05 -1.099942984843182E-02
 2.875605891272512E-05 -1.109276982372130E-02
 2.905571826677685E-05 -1.119638505364961E-02
 2.935850029242774E-05 -1.131001518138556E-02
 2.966443753022028E-05 -1.143328293515287E-02
 2.997356285979316E-05 -1.156571158606835E-02
 3.028590950341545E-05 -1.170665532453115E-02
 3.060151102955666E-05 -1.185532033944055E-02
 3.092040135649460E-05 -1.201070451606491E-02
 3.124261475596039E-05 -1.217162710403284E-02
 3.156818585682203E-05 -1.233666104731598E-02
 3.189714964880591E-05 -1.250444381709001E-02
 3.222954148625700E-05 -1.267441553518134E-02
 3.256539709193882E-05 -1.284647584046517E-02
 3.290475256087243E-05 -1.302053630162128E-02
 3.324764436421547E-05 -1.319652961944010E-02
 3.359410935318214E-05 -1.337434032670242E-02
 3.394418476300352E-05 -1.355378428535254E-02
 3.429790821692902E-05 -1.373469595768309E-02
 3.465531773027030E-05 -1.391690708508241E-02
 3.501645171448665E-05 -1.410017664978849E-02
 3.538134898131285E-05 -1.428424194417017E-02
 3.575004874693084E-05 -1.446884750712618E-02
 3.612259063618413E-05 -1.465374669710437E-02
 3.649901468683607E-05 -1.483863568199579E-02
 3.687936135387332E-05 -1.502328856349485E-02
 3.726367151385334E-05 -1.520736850897970E-02
 3.765198646929725E-05 -1.539051887418656E-02
 3.804434795312913E-05 -1.557242098325588E-02
 3.844079813316099E-05 -1.575260715402441E-02
 3.884137961662423E-05 -1.593062719119674E-02
 3.924613545474935E-05 -1.610602585882407E-02
 3.965510914739234E-05 -1.627820550415636E-02
 4.006834464770990E-05 -1.644660792993156E-02
 4.048588636688275E-05 -1.661075557617822E-02
 4.090777917888915E-05 -1.677019148727918E-02
 4.133406842532740E-05 -1.692452009641886E-02
 4.176479992028836E-05 -1.707328469181164E-02
 4.220001995527984E-05 -1.721600068026267E-02
 4.263977530420132E-05 -1.735214868229153E-02
 4.308411322837053E-05 -1.748118985135427E-02
 4.353308148160330E-05 -1.760261858806041E-02
 4.398672831534548E-05 -1.771584438630226E-02
 4.444510248385828E-05 -1.782021783989669E-02
 4.490825324945857E-05 -1.791518460007478E-02
 4.537623038781295E-05 -1.800088587433330E-02
 4.584908419328687E-05 -1.807821156266594E-02
 4.632686548435050E-05 -1.814835582656765E-02
 4.680962560903997E-05 -1.821279126489223E-02
 4.729741645047551E-05 -1.827317287349309E-02
 4.779029043243808E-05 -1.833141942111871E-02
 4.828830052500312E-05 -1.838981686706004E-02
 4.879150025023301E-05 -1.845098056200667E-02
 4.929994368792989E-05 -1.851780393686459E-02
 4.981368548144726E-05 -1.859374007478512E-02
 5.033278084356244E-05 -1.868250736553029E-02
 5.085728556241091E-05 -1.878634810426358E-02
 5.138725600748163E-05 -1.890571719029852E-02
 5.192274913567528E-05 -1.904059934350604E-02
 5.246382249742517E-05 -1.919085660836112E-02
 5.301053424288295E-05 -1.935619640073918E-02
 5.356294312816777E-05 -1.953626213283996E-02
 5.412110852168049E-05 -1.973038783972974E-02
 5.468509041048491E-05 -1.993775154481931E-02
 5.525494940675433E-05 -2.015735810665875E-02
 5.583074675428521E-05 -2.038788201745515E-02
 5.641254433507997E-05 -2.062774073866932E-02
 5.700040467599713E-05 -2.087573832438829E-02
 5.759439095547083E-05 -2.113134158539417E-02
 5.819456701030154E-05 -2.139413539577109E-02
 5.880099734251629E-05 -2.166352186422063E-02
 5.941374712630042E-05 -2.193879501801808E-02
 6.003288221500275E-05 -2.221913835169089E-02
 6.065846914821266E-05 -2.250348905790538E-02
 6.129057515891068E-05 -2.279069943822522E-02
 6.192926818069507E-05 -2.307942755279575E-02
 6.257461685508226E-05 -2.336808255481786E-02
 6.322669053888358E-05 -2.365484854260839E-02
 6.388555931165988E-05 -2.393901308241169E-02
 6.455129398325279E-05 -2.422196234657334E-02
 6.522396610139430E-05 -2.450601240727404E-02
 6.590364795939699E-05 -2.479388327756113E-02
 6.659041260392295E-05 -2.508852081649273E-02
 6.728433384283458E-05 -2.539328022137031E-02
 6.798548625312619E-05 -2.571227472078966E-02
 6.869394518893985E-05 -2.604981855694612E-02
 6.940978678966344E-05 -2.641092078459702E-02
 7.013308798811294E-05 -2.680127924451629E-02
 7.086392651880154E-05 -2.722733976084648E-02
 7.160238092629342E-05 -2.769262285327625E-02
 7.234853057364457E-05 -2.819394216727594E-02
 7.310245565093311E-05 -2.872467009830588E-02
 7.386423718387692E-05 -2.927714601926499E-02
 7.463395704254119E-05 -2.984245319447736E-02
 7.541169795013807E-05 -3.041019761875042E-02
 7.619754349191666E-05 -3.096839858058694E-02
 7.699157812414549E-05 -3.150336090196446E-02
 7.779388718319027E-05 -3.199953195418942E-02
 7.860455689468460E-05 -3.243903769924745E-02
 7.942367438279629E-05 -3.280147178079364E-02
 8.025132767959184E-05 -3.307117208093091E-02
 8.108760573449675E-05 -3.324664569057906E-02
 8.193259842385474E-05 -3.333494511007173E-02
 8.278639656058784E-05 -3.334444438465168E-02
 8.364909190395557E-05 -3.328546090207126E-02
 8.452077716941682E-05 -3.317040924749816E-02
 8.540154603859345E-05 -3.301388449168333E-02
 8.629149316933950E-05 -3.283313362691188E-02
 8.719071420591369E-05 -3.264821475503159E-02
 8.809930578925791E-05 -3.248240425684359E-02
 8.901736556738461E-05 -3.236296638150014E-02
 8.994499220587056E-05 -3.231375764677783E-02
 9.088228539846002E-05 -3.234328809232102E-02
 9.182934587778027E-05 -3.244953567696744E-02
 9.278627542616696E-05 -3.262967988097010E-02
 9.375317688660201E-05 -3.288000605175813E-02
 9.473015417376791E-05 -3.319561680162424E-02
 9.571731228521469E-05 -3.357035417873844E-02
 9.671475731264376E-05 -3.399661792418385E-02
 9.772259645331096E-05 -3.446523631951887E-02
 9.874093802154667E-05 -3.496526660432257E-02
 9.976989146039586E-05 -3.548340313304341E-02
 1.008095673533814E-04 -3.600693150228750E-02
 1.018600774363882E-04 -3.652946155187767E-02
 1.029215346096708E-04 -3.704934432927590E-02
 1.039940529499882E-04 -3.756515151545529E-02
 1.050777477228637E-04 -3.807498296872701E-02
 1.061727353949717E-04 -3.857676970138958E-02
 1.072791336466557E-04 -3.906825332948204E-02
 1.083970613845753E-04 -3.954685116716732E-02
 1.095266387544854E-04 -4.000990956081996E-02
 1.106679871541474E-04 -4.045431596259530E-02
 1.118212292463780E-04 -4.087654022526610E-02
 1.129864889722307E-04 -4.127381610215844E-02
 1.141638915643157E-04 -4.164749674392927E-02
 1.153535635602600E-04 -4.200301472874060E-02
 1.165556328163062E-04 -4.234696593548491E-02
 1.177702285210524E-04 -4.268689255256811E-02
 1.189974812093381E-04 -4.303178871340602E-02
 1.202375227762721E-04 -4.339184382686091E-02
 1.214904864914066E-04 -4.377878461600876E-02
 1.227565070130622E-04 -4.420586548217989E-02
 1.240357204027979E-04 -4.468812390732325E-02
 1.253282641400343E-04 -4.524322603645847E-02
 1.266342771368295E-04 -4.588805806932537E-02
 1.279538997528079E-04 -4.662748313294675E-02
 1.292872738102437E-04 -4.745298768749076E-02
 1.306345426093051E-04 -4.835241425451903E-02
 1.319958509434536E-04 -4.931166286308477E-02
 1.333713451150043E-04 -5.031395565456043E-02
 1.347611729508517E-04 -5.133986646594434E-02
 1.361654838183553E-04 -5.236667185611175E-02
 1.375844286413920E-04 -5.336822802021167E-02
 1.390181599165777E-04 -5.431465096462137E-02
 1.404668317296552E-04 -5.517113050754605E-02
 1.419305997720549E-04 -5.590115403699415E-02
 1.434096213576258E-04 -5.648681090112329E-02
 1.449040554395442E-04 -5.693306290423245E-02
 1.464140626273958E-04 -5.725117668059638E-02
 1.479398052044357E-04 -5.745450197346224E-02
 1.494814471450315E-04 -5.755920220090382E-02
 1.510391541322844E-04 -5.758492759757447E-02
 1.526130935758349E-04 -5.755489089331684E-02
 1.542034346298565E-04 -5.749600436857974E-02
 1.558103482112340E-04 -5.743999174251895E-02
 1.574340070179313E-04 -5.742373859345228E-02
 1.590745855475535E-04 -5.748782529024613E-02
 1.607322601160996E-04 -5.765642290484789E-02
 1.624072088769102E-04 -5.792908367356862E-02
 1.640996118398163E-04 -5.829748287310601E-02
 1.658096508904843E-04 -5.875259280685831E-02
 1.675375098099622E-04 -5.928340464155785E-02
 1.692833742944334E-04 -5.987607432796366E-02
 1.710474319751725E-04 -6.051439447372436E-02
 1.728298724387092E-04 -6.117946771523326E-02
 1.746308872472061E-04 -6.184889239074930E-02
 1.764506699590447E-04 -6.249658626613724E-02
 1.782894161496266E-04 -6.309306941719538E-02
 1.801473234323945E-04 -6.361905213216967E-02
 1.820245914800688E-04 -6.407340506123491E-02
 1.839214220461073E-04 -6.446184667331237E-02
 1.858380189863863E-04 -6.479050130250578E-02
 1.877745882811122E-04 -6.506697090438195E-02
 1.897313380569572E-04 -6.530057472173506E-02
 1.917084786094255E-04 -6.550209739257307E-02
 1.937062224254572E-04 -6.568443915614641E-02
 1.957247842062630E-04 -6.586252089967534E-02
 1.977643808903972E-04 -6.605393504482937E-02
 1.998252316770755E-04 -6.627840702771604E-02
 2.019075580497310E-04 -6.655256494121631E-02
 2.040115837998163E-04 -6.688511437408937E-02
 2.061375350508575E-04 -6.728161569071016E-02
 2.082856402827547E-04 -6.774841539719031E-02
 2.104561303563357E-04 -6.829192867596715E-02
 2.126492385381700E-04 -6.891917600902875E-02
 2.148652005256367E-04 -6.963778592139740E-02
 2.171042544722544E-04 -7.045554545830834E-02
 2.193666410132783E-04 -7.138095988794477E-02
 2.216526032915605E-04 -7.242265015450813E-02
 2.239623869836797E-04 -7.359029644641776E-02
 2.262962403263474E-04 -7.488957508707525E-02
 2.286544141430847E-04 -7.631580326099566E-02
 2.310371618711773E-04 -7.785905655112554E-02
 2.334447395889160E-04 -7.950702966819208E-02
 2.358774060431162E-04 -8.124467821752068E-02
 2.383354226769259E-04 -8.305434244444379E-02
 2.408190536579227E-04 -8.491499501125666E-02
 2.433285659065066E-04 -8.680248540666832E-02
 2.458642291245850E-04 -8.868869865536154E-02
 2.484263158245568E-04 -9.054080304714629E-02
 2.510151013586028E-04 -9.232107955860538E-02
 2.536308639482767E-04 -9.399669281362658E-02
 2.562738847144043E-04 -9.555348193522964E-02
 2.589444477072998E-04 -9.698906634603340E-02
 2.616428399372910E-04 -9.830170380781925E-02
 2.643693514055636E-04 -9.948994541288816E-02
 2.671242751353313E-04 -1.005533881522181E-01
 2.699079072033261E-04 -1.014930032361236E-01
 2.727205467716158E-04 -1.023104340473922E-01
 2.755624961197600E-04 -1.030086026938641E-01
 2.784340606772943E-04 -1.035923028944689E-01
 2.813355490565532E-04 -1.040676247131394E-01
 2.842672730858419E-04 -1.044425483738017E-01
 2.872295478429461E-04 -1.047266979621077E-01
 2.902226916889931E-04 -1.049311500162378E-01
 2.932470263026696E-04 -1.050700096003933E-01
 2.963028767147913E-04 -1.051599883123263E-01
 2.993905713432354E-04 -1.052198087108404E-01
 3.025104420282336E-04 -1.052720784142712E-01
 3.056628240680398E-04 -1.053426105196684E-01
 3.088480562549631E-04 -1.054607667664673E-01
 3.120664809117765E-04 -1.056602001421228E-01
 3.153184439285110E-04 -1.059799527778411E-01
 3.186042947996267E-04 -1.064573275567902E-01
 3.219243866615722E-04 -1.071078963403660E-01
 3.252790763307402E-04 -1.079292785798315E-01
 3.286687243418137E-04 -1.089167619885900E-01
 3.320936949865112E-04 -1.100633465351580E-01
 3.355543563527414E-04 -1.113598441757453E-01
 3.390510803641612E-04 -1.127950292629547E-01
 3.425842428201438E-04 -1.143538991068414E-01
 3.461542234361717E-04 -1.160187602464528E-01
 3.497614058846429E-04 -1.177687502422932E-01
 3.534061778361023E-04 -1.195778578319025E-01
 3.570889310009108E-04 -1.214189994881054E-01
 3.608100611713398E-04 -1.232739358183260E-01
 3.645699682641064E-04 -1.251320829602960E-01
 3.683690563633570E-04 -1.269834985725853E-01
 3.722077337640930E-04 -1.288163290910238E-01
 3.760864130160488E-04 -1.306165319204336E-01
 3.800055109680338E-04 -1.323690700709261E-01
 3.839654488127287E-04 -1.340565836165763E-01
 3.879666521319538E-04 -1.356595358243306E-01
 3.920095509424034E-04 -1.371570752923549E-01
 3.960945797418653E-04 -1.385242402206253E-01
 4.002221775559155E-04 -1.397367111403944E-01
 4.043927879850975E-04 -1.407878647927139E-01
 4.086068592526023E-04 -1.416909629203918E-01
 4.128648442524378E-04 -1.424656930301737E-01
