#rho	 Pc
 4.171672005980983E-04 -1.431347801600065E-01
 4.215143906717518E-04 -1.437261343269708E-01
 4.259068816739294E-04 -1.442717931530056E-01
 4.303451456737335E-04 -1.448089408798627E-01
 4.348296596595781E-04 -1.453814352522582E-01
 4.393609055904484E-04 -1.460387239369202E-01
 4.439393704476947E-04 -1.468383710187600E-01
 4.485655462873755E-04 -1.478428601667221E-01
 4.532399302931366E-04 -1.490849870924212E-01
 4.579630248296410E-04 -1.505582733878361E-01
 4.627353374965656E-04 -1.522453600185813E-01
 4.675573811831500E-04 -1.541246689797533E-01
 4.724296741233157E-04 -1.561709209768880E-01
 4.773527399513669E-04 -1.583532277705567E-01
 4.823271077582634E-04 -1.606349535964986E-01
 4.873533121484805E-04 -1.629732043112468E-01
 4.924318932974694E-04 -1.653176621177183E-01
 4.975633970097077E-04 -1.676104996802689E-01
 5.027483747773588E-04 -1.697855336112195E-01
 5.079873838395384E-04 -1.717998935254934E-01
 5.132809872422084E-04 -1.736450257813691E-01
 5.186297538986853E-04 -1.753245140319304E-01
 5.240342586507782E-04 -1.768425676144089E-01
 5.294950823305759E-04 -1.782042046137262E-01
 5.350128118228663E-04 -1.794183101607960E-01
 5.405880401282059E-04 -1.804949715162723E-01
 5.462213664266585E-04 -1.814471645192167E-01
 5.519133961421863E-04 -1.822909434342873E-01
 5.576647410077123E-04 -1.830455682791181E-01
 5.634760191308713E-04 -1.837345594616829E-01
 5.693478550604366E-04 -1.843806607137611E-01
 5.752808798534359E-04 -1.850050705025751E-01
 5.812757311429812E-04 -1.856296615283636E-01
 5.873330532067918E-04 -1.862789867223031E-01
 5.934534970364327E-04 -1.869829111395608E-01
 5.996377204072848E-04 -1.877743828794408E-01
 6.058863879492345E-04 -1.886903580099348E-01
 6.122001712180975E-04 -1.897727031697561E-01
 6.185797487678010E-04 -1.910687356555180E-01
 6.250258062233049E-04 -1.926309832916108E-01
 6.315390363542826E-04 -1.945192660989739E-01
 6.381201391495837E-04 -1.967758004388178E-01
 6.447698218924558E-04 -1.994003777487132E-01
 6.514887992365621E-04 -2.023705164167885E-01
 6.582777932827793E-04 -2.056602912009414E-01
 6.651375336568130E-04 -2.092378907094789E-01
 6.720687575876071E-04 -2.130624269329139E-01
 6.790722099865702E-04 -2.170867259850239E-01
 6.861486435276423E-04 -2.212547795437367E-01
 6.932988187281815E-04 -2.255006777264580E-01
 7.005235040306926E-04 -2.297476125685020E-01
 7.078234758854240E-04 -2.339055762781028E-01
 7.151995188338080E-04 -2.378981937171143E-01
 7.226524255927731E-04 -2.416954881548347E-01
 7.301829971399477E-04 -2.452936276960092E-01
 7.377920427997385E-04 -2.486877489049977E-01
 7.454803803303045E-04 -2.518743381976967E-01
 7.532488360114535E-04 -2.548524517777944E-01
 7.610982447334385E-04 -2.576213867898223E-01
 7.690294500866797E-04 -2.601817992430925E-01
 7.770433044524374E-04 -2.625387772404507E-01
 7.851406690944139E-04 -2.646975075326918E-01
 7.933224142513088E-04 -2.666656591957755E-01
 8.015894192303570E-04 -2.684574878631296E-01
 8.099425725018239E-04 -2.700961374591985E-01
 8.183827717944845E-04 -2.716138055140360E-01
 8.269109241921161E-04 -2.730476589681964E-01
 8.355279462309768E-04 -2.744422954691849E-01
 8.442347639983101E-04 -2.758496017640883E-01
 8.530323132318665E-04 -2.773274129019099E-01
 8.619215394204799E-04 -2.789439481707032E-01
 8.709033979056763E-04 -2.807764570370814E-01
 8.799788539843391E-04 -2.829113288775091E-01
 8.891488830124627E-04 -2.854501071515644E-01
 8.984144705099722E-04 -2.884827195136612E-01
 9.077766122666301E-04 -2.920303385050508E-01
 9.172363144490705E-04 -2.960582976388595E-01
 9.267945937089249E-04 -3.005209586120879E-01
 9.364524772920798E-04 -3.053647900730288E-01
 9.462110031490885E-04 -3.105238977167275E-01
 9.560712200467135E-04 -3.159205731659099E-01
 9.660341876806358E-04 -3.214632272884502E-01
 9.761009767893535E-04 -3.270451495669546E-01
 9.862726692692499E-04 -3.325439609973895E-01
 9.965503582908602E-04 -3.378155576102010E-01
 1.006935148416371E-03 -3.427159809521741E-01
 1.017428155718319E-03 -3.471719562229125E-01
 1.028030507899538E-03 -3.511737498812384E-01
 1.038743344414361E-03 -3.547186280369788E-01
 1.049567816591075E-03 -3.578074719131901E-01
 1.060505087755660E-03 -3.604443970823740E-01
 1.071556333356801E-03 -3.626370021912475E-01
 1.082722741092238E-03 -3.643973787723365E-01
 1.094005511036395E-03 -3.657445924509367E-01
 1.105405855769349E-03 -3.667022821270043E-01
 1.116925000507165E-03 -3.673015033128997E-01
 1.128564183233563E-03 -3.675802584484581E-01
 1.140324654832959E-03 -3.675826200547196E-01
 1.152207679224918E-03 -3.673614580081819E-01
 1.164214533499975E-03 -3.669770943576153E-01
 1.176346508056887E-03 -3.665005351072193E-01
 1.188604906741324E-03 -3.660147176457144E-01
 1.200991046985990E-03 -3.656148714035583E-01
 1.213506259952203E-03 -3.654096349443626E-01
 1.226151890672972E-03 -3.655211315886597E-01
 1.238929298197543E-03 -3.660893188034794E-01
 1.251839855737448E-03 -3.672751850100353E-01
 1.264884950814106E-03 -3.692442468920083E-01
 1.278065985407934E-03 -3.720882839351018E-01
 1.291384376109010E-03 -3.758013197740531E-01
 1.304841554269334E-03 -3.803483914098531E-01
 1.318438966156652E-03 -3.856879702411214E-01
 1.332178073109875E-03 -3.917666809264920E-01
 1.346060351696157E-03 -3.985164739591252E-01
 1.360087293869565E-03 -4.058512760398943E-01
 1.374260407131433E-03 -4.136701476743750E-01
 1.388581214692362E-03 -4.218537590103363E-01
 1.403051255635940E-03 -4.302595938749245E-01
 1.417672085084143E-03 -4.387241320689943E-01
 1.432445274364454E-03 -4.471349138697277E-01
 1.447372411178761E-03 -4.554531985854305E-01
 1.462455099773973E-03 -4.636549560163036E-01
 1.477694961114430E-03 -4.717143852420591E-01
 1.493093633056122E-03 -4.796009662563002E-01
 1.508652770522712E-03 -4.872822361917709E-01
 1.524374045683375E-03 -4.947233542900014E-01
 1.540259148132534E-03 -5.018872997762003E-01
 1.556309785071434E-03 -5.087331473305576E-01
 1.572527681491604E-03 -5.152152368534082E-01
 1.588914580360270E-03 -5.212874228422969E-01
 1.605472242807663E-03 -5.269261071299514E-01
 1.622202448316278E-03 -5.321492301727513E-01
 1.639106994912142E-03 -5.369941426575140E-01
 1.656187699358042E-03 -5.415035767371044E-01
 1.673446397348761E-03 -5.457314598865801E-01
 1.690884943708388E-03 -5.497420440585135E-01
 1.708505212589648E-03 -5.536113041108763E-01
 1.726309097675308E-03 -5.574279092796812E-01
 1.744298512381719E-03 -5.612955140227575E-01
 1.762475390064439E-03 -5.653343232160783E-01
 1.780841684226021E-03 -5.696817916453403E-01
 1.799399368725944E-03 -5.744259171129342E-01
 1.818150437992772E-03 -5.795470681859594E-01
 1.837096907238487E-03 -5.849756478494886E-01
 1.856240812675052E-03 -5.906316733122756E-01
 1.875584211733276E-03 -5.964218991097837E-01
 1.895129183283917E-03 -6.022379741929389E-01
 1.914877827861082E-03 -6.079540807534640E-01
 1.934832267888012E-03 -6.134266812597755E-01
 1.954994647905160E-03 -6.184909925985645E-01
 1.975367134800665E-03 -6.229581819876081E-01
 1.995951918043247E-03 -6.266104649393027E-01
 2.016751209917511E-03 -6.292956958170599E-01
 2.037767245761682E-03 -6.310292284434267E-01
 2.059002284207875E-03 -6.319223118496682E-01
 2.080458607424818E-03 -6.321022208252116E-01
 2.102138521363108E-03 -6.317217146065859E-01
 2.124044356003062E-03 -6.309627916499194E-01
 2.146178465605111E-03 -6.300338871897324E-01
 2.168543228962803E-03 -6.291786951570695E-01
 2.191141049658486E-03 -6.286777493411664E-01
 2.213974356321607E-03 -6.288519222377905E-01
 2.237045602889711E-03 -6.300727592588033E-01
 2.260357268872199E-03 -6.326621018358425E-01
 2.283911859616782E-03 -6.367462287757641E-01
 2.307711906578751E-03 -6.423253801714333E-01
 2.331759967593011E-03 -6.493918951389532E-01
 2.356058627149011E-03 -6.579247577023657E-01
 2.380610496668488E-03 -6.678917068887325E-01
 2.405418214786105E-03 -6.792452900458132E-01
 2.430484447633058E-03 -6.919135580747273E-01
 2.455811889123600E-03 -7.058086109619739E-01
 2.481403261244544E-03 -7.208217836485744E-01
 2.507261314347827E-03 -7.368162965263862E-01
 2.533388827446086E-03 -7.536379040711254E-01
 2.559788608511301E-03 -7.711435196378429E-01
 2.586463494776610E-03 -7.891929584076420E-01
 2.613416353041214E-03 -8.076194525334756E-01
 2.640650079978462E-03 -8.262239415156408E-01
 2.668167602447190E-03 -8.447814316964666E-01
 2.695971877806267E-03 -8.630374467614083E-01
 2.724065894232404E-03 -8.806974219475441E-01
 2.752452671041336E-03 -8.974293850226903E-01
 2.781135259012297E-03 -9.128571368333684E-01
 2.810116740715873E-03 -9.265487243921233E-01
 2.839400230845330E-03 -9.380997362883323E-01
 2.868988876551328E-03 -9.473563501342247E-01
 2.898885857780168E-03 -9.543795583939942E-01
 2.929094387615517E-03 -9.592752438642052E-01
 2.959617712623763E-03 -9.621790220476748E-01
 2.990459113202917E-03 -9.632535336887290E-01
 3.021621903935132E-03 -9.627103121023759E-01
 3.053109433942974E-03 -9.608054075802210E-01
 3.084925087249344E-03 -9.578377003268332E-01
 3.117072283141130E-03 -9.541631975286566E-01
 3.149554476536736E-03 -9.502079584223260E-01
 3.182375158357370E-03 -9.464155677256123E-01
 3.215537855902186E-03 -9.430458435343652E-01
 3.249046133227426E-03 -9.401792447325212E-01
 3.282903591529425E-03 -9.378821247062102E-01
 3.317113869531619E-03 -9.362321263822515E-01
 3.351680643875652E-03 -9.353083338596461E-01
 3.386607629516484E-03 -9.351993757079472E-01
 3.421898580121627E-03 -9.359978255574106E-01
 3.457557288474600E-03 -9.377962078542745E-01
 3.493587586882525E-03 -9.407050533447681E-01
 3.529993347587970E-03 -9.448308578340650E-01
 3.566778483185151E-03 -9.502817853662939E-01
 3.603946947040402E-03 -9.571464915336969E-01
 3.641502733717029E-03 -9.654711736041067E-01
 3.679449879404659E-03 -9.752904251391289E-01
 3.717792462352985E-03 -9.866377482144787E-01
 3.756534603310080E-03 -9.995375402938215E-01
 3.795680465965227E-03 -1.014010492095450E+00
 3.835234257396450E-03 -1.030062294081331E+00
 3.875200228522632E-03 -1.047690444922334E+00
 3.915582674560336E-03 -1.066883539410925E+00
 3.956385935485486E-03 -1.087612062313475E+00
 3.997614396499751E-03 -1.109832696736809E+00
 4.039272488501812E-03 -1.133437710330623E+00
 4.081364688563613E-03 -1.158243407849200E+00
 4.123895520411491E-03 -1.184010470900535E+00
 4.166869554912319E-03 -1.210466173987793E+00
 4.210291410564809E-03 -1.237288263307952E+00
 4.254165753995834E-03 -1.264107578242350E+00
 4.298497300461932E-03 -1.290501734380951E+00
 4.343290814356131E-03 -1.315982817460916E+00
 4.388551109719941E-03 -1.340002808870477E+00
 4.434283050760710E-03 -1.361930557829070E+00
 4.480491552374451E-03 -1.381077066619112E+00
 4.527181580674014E-03 -1.397022337457383E+00
 4.574358153522783E-03 -1.409801907237130E+00
 4.622026341074009E-03 -1.419614786170182E+00
 4.670191266315685E-03 -1.426697495012656E+00
 4.718858105621083E-03 -1.431347841205842E+00
 4.768032089305142E-03 -1.433915726827956E+00
 4.817718502186526E-03 -1.434832315931836E+00
 4.867922684155626E-03 -1.434614271744245E+00
 4.918650030748393E-03 -1.433853294166152E+00
 4.969905993726279E-03 -1.433242740480277E+00
 5.021696081662117E-03 -1.433590277647305E+00
 5.074025860532095E-03 -1.435491231156458E+00
 5.126900954314016E-03 -1.439124584020700E+00
 5.180327045591685E-03 -1.444513386293266E+00
 5.234309876165584E-03 -1.451680644781482E+00
 5.288855247670031E-03 -1.460636005216306E+00
 5.343969022196654E-03 -1.471382372174702E+00
 5.399657122924367E-03 -1.483910094955457E+00
 5.455925534756014E-03 -1.498185734473748E+00
 5.512780304961544E-03 -1.514160767350629E+00
 5.570227543827885E-03 -1.531764043764452E+00
 5.628273425315697E-03 -1.550898187129741E+00
 5.686924187722873E-03 -1.571480950641057E+00
 5.746186134354929E-03 -1.593484546880654E+00
 5.806065634202520E-03 -1.616895591401714E+00
 5.866569122625875E-03 -1.641680713787276E+00
 5.927703102046399E-03 -1.667796011995707E+00
 5.989474142645554E-03 -1.695190917858529E+00
 6.051888883070949E-03 -1.723789167154228E+00
 6.114954031149753E-03 -1.753492063715783E+00
 6.178676364609694E-03 -1.784186492081531E+00
 6.243062731807402E-03 -1.815738025893970E+00
 6.308120052464452E-03 -1.847980726697242E+00
 6.373855318410989E-03 -1.880741663748361E+00
 6.440275594337221E-03 -1.913867440933138E+00
 6.507388018552648E-03 -1.947205650306034E+00
 6.575199803753176E-03 -1.980587300905570E+00
 6.643718237796368E-03 -2.013807327478451E+00
 6.712950684484646E-03 -2.046643918765298E+00
 6.782904584356634E-03 -2.078841605771031E+00
 6.853587455486910E-03 -2.110112091904297E+00
 6.925006894293940E-03 -2.140136416627503E+00
 6.997170576356422E-03 -2.168552082695959E+00
 7.070086257238298E-03 -2.194950512849752E+00
 7.143761773322213E-03 -2.218974352013615E+00
 7.218205042651651E-03 -2.240472889276997E+00
 7.293424065781999E-03 -2.259437171280360E+00
 7.369426926640337E-03 -2.275888222405559E+00
 7.446221793394183E-03 -2.289856526997362E+00
 7.523816919329434E-03 -2.301405803309176E+00
 7.602220643737318E-03 -2.310634602659138E+00
 7.681441392810582E-03 -2.317650417722739E+00
 7.761487680549174E-03 -2.322617780965817E+00
 7.842368109675193E-03 -2.325736101139960E+00
 7.924091372557410E-03 -2.327235663943728E+00
 8.006666252145538E-03 -2.327397240863387E+00
 8.090101622914096E-03 -2.326531106462590E+00
 8.174406451816189E-03 -2.324963277694020E+00
 8.259589799247138E-03 -2.323078450980734E+00
 8.345660820018325E-03 -2.321323885528853E+00
 8.432628764341022E-03 -2.320212631791694E+00
 8.520502978820470E-03 -2.320329844219354E+00
 8.609292907460491E-03 -2.322325462179396E+00
 8.699008092678404E-03 -2.326942408019092E+00
 8.789658176330487E-03 -2.335018409891005E+00
 8.881252900748343E-03 -2.347525301599590E+00
 8.973802109785857E-03 -2.365359587590852E+00
 9.067315749877075E-03 -2.388816810659308E+00
 9.161803871105288E-03 -2.417635046523582E+00
 9.257276628283073E-03 -2.451406751837723E+00
 9.353744282043578E-03 -2.489637122988118E+00
 9.451217199943390E-03 -2.531720481490723E+00
 9.549705857576684E-03 -2.576931335109176E+00
 9.649220839700995E-03 -2.624424614643297E+00
 9.749772841374899E-03 -2.673185611137070E+00
 9.851372669107386E-03 -2.722036359373434E+00
 9.954031242019171E-03 -2.769612879533118E+00
 1.005775959301633E-02 -2.814479076001249E+00
 1.016256886997595E-02 -2.855858505846581E+00
 1.026847033694423E-02 -2.893698323341928E+00
 1.037547537534698E-02 -2.928050369356241E+00
 1.048359548521295E-02 -2.958992870657872E+00
 1.059284228640965E-02 -2.986660664809892E+00
 1.070322751989214E-02 -3.011212303223644E+00
 1.081476304896495E-02 -3.032865923913057E+00
 1.092746086055699E-02 -3.051912285716631E+00
 1.104133306650977E-02 -3.068679738199540E+00
 1.115639190487917E-02 -3.083584006431983E+00
 1.127264974125067E-02 -3.097116035159382E+00
 1.139011907006818E-02 -3.109619521188247E+00
 1.150881251597702E-02 -3.121301932712687E+00
 1.162874283518062E-02 -3.132366495016823E+00
 1.174992291681142E-02 -3.143033721971820E+00
 1.187236578431616E-02 -3.153593493710303E+00
 1.199608459685554E-02 -3.164356942703544E+00
 1.212109265071833E-02 -3.175687158684291E+00
 1.224740338075053E-02 -3.188006378586191E+00
 1.237503036179916E-02 -3.201763704381766E+00
 1.250398731017104E-02 -3.217490148856546E+00
 1.263428808510717E-02 -3.235779577069346E+00
 1.276594669027201E-02 -3.256949050326026E+00
 1.289897727525850E-02 -3.280957893810136E+00
 1.303339413710883E-02 -3.307661628188745E+00
 1.316921172185092E-02 -3.336841381160025E+00
 1.330644462605098E-02 -3.368259975724291E+00
 1.344510759838211E-02 -3.401629913551372E+00
 1.358521554120957E-02 -3.436570980843116E+00
 1.372678351219226E-02 -3.472653039581020E+00
 1.386982672590091E-02 -3.509369055604909E+00
 1.401436055545339E-02 -3.546117980311644E+00
 1.416040053416681E-02 -3.582224693476520E+00
 1.430796235722680E-02 -3.617321589582383E+00
 1.445706188337451E-02 -3.651597645331915E+00
 1.460771513661088E-02 -3.685493052974368E+00
 1.475993830791866E-02 -3.719490977404327E+00
 1.491374775700269E-02 -3.754125519351143E+00
 1.506916001404801E-02 -3.790031844541299E+00
 1.522619178149628E-02 -3.827939080312380E+00
 1.538485993584103E-02 -3.868657154857430E+00
 1.554518152944130E-02 -3.913113570918935E+00
 1.570717379235421E-02 -3.962353587625428E+00
 1.587085413418687E-02 -4.017554942437835E+00
 1.603624014596737E-02 -4.079593672476812E+00
 1.620334960203517E-02 -4.148601974260711E+00
 1.637220046195156E-02 -4.224380091242294E+00
 1.654281087242975E-02 -4.306712905846979E+00
 1.671519916928494E-02 -4.395280853563093E+00
 1.688938387940519E-02 -4.489654980775345E+00
 1.706538372274237E-02 -4.589339059008271E+00
 1.724321761432408E-02 -4.693723188786752E+00
 1.742290466628638E-02 -4.802033554526782E+00
 1.760446418992798E-02 -4.913401435548311E+00
 1.778791569778559E-02 -5.026783216472259E+00
 1.797327890573083E-02 -5.141278897092738E+00
 1.816057373508937E-02 -5.256625292303801E+00
 1.834982031478178E-02 -5.372843825699524E+00
 1.854103898348674E-02 -5.489910705396731E+00
 1.873425029182709E-02 -5.607855368548806E+00
 1.892947500457829E-02 -5.726705273527633E+00
 1.912673410290001E-02 -5.846445910977444E+00
 1.932604878659117E-02 -5.967108680492979E+00
 1.952744047636826E-02 -6.088772483002403E+00
 1.973093081616731E-02 -6.211470443845176E+00
 1.993654167547028E-02 -6.335236079651693E+00
 2.014429515165523E-02 -6.460320655777075E+00
 2.035421357237113E-02 -6.587445128038764E+00
 2.056631949793760E-02 -6.717625688773301E+00
 2.078063572376949E-02 -6.852070735064514E+00
 2.099718528282654E-02 -6.992158680514077E+00
 2.121599144808905E-02 -7.139391380228389E+00
 2.143707773505897E-02 -7.295510762332815E+00
 2.166046790428698E-02 -7.462476290156254E+00
 2.188618596392639E-02 -7.642475362076605E+00
 2.211425617231312E-02 -7.837940312927187E+00
 2.234470304057290E-02 -8.051593135939829E+00
 2.257755133525534E-02 -8.286432628191818E+00
 2.281282608099591E-02 -8.545732638520946E+00
 2.305055256320526E-02 -8.833099949788004E+00
 2.329075633078653E-02 -9.152473209239945E+00
 2.353346319888142E-02 -9.508203180960045E+00
 2.377869925164447E-02 -9.905100425538992E+00
 2.402649084504620E-02 -1.034839389649913E+01
 2.427686460970594E-02 -1.084383645853259E+01
 2.452984745375375E-02 -1.139772206755545E+01
 2.478546656572206E-02 -1.201695352940503E+01
 2.504374941746807E-02 -1.270913586904526E+01
 2.530472376712599E-02 -1.348181291239469E+01
 2.556841766209012E-02 -1.434025996727171E+01
 2.583485944202945E-02 -1.528772125116597E+01
 2.610407774193325E-02 -1.632730140476894E+01
 2.637610149518833E-02 -1.746201418096762E+01
 2.665095993668893E-02 -1.869474022061615E+01
 2.692868260597844E-02 -2.002820324090417E+01
 2.720929935042393E-02 -2.146495973499957E+01
 2.749284032842422E-02 -2.300732723964397E+01
 2.777933601265092E-02 -2.465729673393838E+01
 2.806881719332319E-02 -2.641645165790422E+01
 2.836131498151714E-02 -2.828700506347902E+01
 2.865686081250925E-02 -3.027616292942388E+01
 2.895548644915477E-02 -3.239626798046774E+01
 2.925722398530120E-02 -3.466129629370749E+01
 2.956210584923779E-02 -3.708640739652478E+01
 2.987016480718050E-02 -3.968824528187361E+01
 3.018143396679324E-02 -4.248500059044264E+01
 3.049594678074640E-02 -4.549654123773358E+01
 3.081373705031190E-02 -4.874452977112242E+01
 3.113483892899564E-02 -5.225258278188184E+01
 3.145928692620846E-02 -5.604647226170771E+01
 3.178711591097469E-02 -6.015417854773771E+01
 3.211836111567957E-02 -6.460613498302672E+01
 3.245305813985581E-02 -6.943543995904389E+01
 3.279124295400949E-02 -7.467801784360216E+01
 3.313295190348603E-02 -8.037277260432505E+01
 3.347822171237605E-02 -8.656195451618566E+01
 3.382708948746228E-02 -9.329131074645883E+01
 3.417959272220766E-02 -1.006103093268987E+02
 3.453576930078447E-02 -1.085725070039072E+02
 3.489565750214624E-02 -1.172357936107993E+02
 3.525929600414129E-02 -1.266629093706127E+02
 3.562672388766965E-02 -1.369210941305844E+02
 3.599798064088332E-02 -1.480780848703081E+02
 3.637310616342986E-02 -1.602009287468127E+02
 3.675214077074056E-02 -1.733598860946971E+02
 3.713512519836343E-02 -1.876300186577971E+02
 3.752210060634079E-02 -2.030912761611459E+02
 3.791310858363300E-02 -2.198287698985703E+02
 3.830819115258816E-02 -2.379330473314741E+02
 3.870739077345815E-02 -2.575005821676200E+02
 3.911075034896210E-02 -2.786339254202140E+02
 3.951831322889707E-02 -3.014420214179089E+02
 3.993012321479694E-02 -3.260410837421423E+02
 4.034622456464006E-02 -3.525596747036361E+02
 4.076666199760544E-02 -3.811417669693903E+02
 4.119148069887892E-02 -4.119434190112971E+02
 4.162072632450946E-02 -4.451315379367063E+02
 4.205444500631563E-02 -4.808847108250052E+02
 4.249268335684354E-02 -5.193940773682016E+02
 4.293548847437664E-02 -5.608641484206457E+02
 4.338290794799698E-02 -6.055137044275748E+02
 4.383498986270021E-02 -6.535766523926413E+02
 4.429178280456297E-02 -7.053030590348552E+02
 4.475333586596463E-02 -7.609603209632339E+02
 4.521969865086357E-02 -8.208354482260831E+02
 4.569092128012785E-02 -8.852376235137826E+02
 4.616705439692199E-02 -9.544982723528777E+02
 4.664814917214976E-02 -1.028971461242762E+03
 4.713425730995340E-02 -1.109035748794349E+03
 4.762543105327044E-02 -1.195095574352570E+03
 4.812172318944855E-02 -1.287583010127605E+03
 4.862318705591832E-02 -1.386959630915808E+03
 4.912987654592576E-02 -1.493718246114814E+03
 4.964184611432444E-02 -1.608385003304128E+03
 5.015915078342744E-02 -1.731521685594108E+03
 5.068184614892120E-02 -1.863725639218778E+03
 5.120998838584003E-02 -2.005629990646856E+03
 5.174363425460358E-02 -2.157907966079390E+03
 5.228284110711716E-02 -2.321277007519753E+03
 5.282766689293499E-02 -2.496501535492464E+03
 5.337817016548850E-02 -2.684395832089498E+03
 5.393441008837922E-02 -2.885827168920085E+03
 5.449644644173689E-02 -3.101719024321940E+03
 5.506433962864433E-02 -3.333054654858447E+03
 5.563815068162922E-02 -3.580880762147808E+03
 5.621794126922298E-02 -3.846311585342981E+03
 5.680377370258890E-02 -4.130530665854620E+03
 5.739571094221834E-02 -4.434791949325243E+03
 5.799381660469748E-02 -4.760426369592952E+03
 5.859815496954447E-02 -5.108848848779063E+03
 5.920879098611725E-02 -5.481563403933378E+03
 5.982579028059401E-02 -5.880168459934839E+03
 6.044921916302636E-02 -6.306362640723823E+03
 6.107914463446535E-02 -6.761950686225069E+03
 6.171563439416244E-02 -7.248849838292998E+03
 6.235875684684547E-02 -7.769096889931200E+03
 6.300858111006978E-02 -8.324855531080171E+03
 6.366517702164667E-02 -8.918418251327734E+03
 6.432861514714916E-02 -9.552204525939322E+03
 6.499896678749535E-02 -1.022877285267300E+04
 6.567630398661178E-02 -1.095083680888086E+04
 6.636069953917571E-02 -1.172127431823288E+04
 6.705222699843857E-02 -1.254313701525240E+04
 6.775096068413125E-02 -1.341966065075600E+04
 6.845697569045080E-02 -1.435427566632996E+04
 6.917034789413125E-02 -1.535061843738734E+04
 6.989115396259839E-02 -1.641254358997297E+04
 7.061947136220896E-02 -1.754413787154234E+04
 7.135537836657629E-02 -1.874972110220935E+04
 7.209895406498276E-02 -2.003383174211005E+04
 7.285027837087912E-02 -2.140124705843877E+04
 7.360943203047356E-02 -2.285702066797747E+04
 7.437649663140911E-02 -2.440649944315255E+04
 7.515155461153224E-02 -2.605533924891213E+04
 7.593468926775288E-02 -2.780952259750483E+04
 7.672598476499594E-02 -2.967537677060158E+04
 7.752552614524702E-02 -3.165959329802012E+04
 7.833339933669216E-02 -3.376924817868735E+04
 7.914969116295227E-02 -3.601182635564924E+04
 7.997448935241447E-02 -3.839522536846528E+04
 8.080788254766066E-02 -4.092772124852728E+04
 8.164996031499354E-02 -4.361799614087369E+04
 8.250081315406307E-02 -4.647520909827935E+04
 8.336053250759211E-02 -4.950902795889913E+04
 8.422921077120421E-02 -5.272965522543695E+04
 8.510694130335371E-02 -5.614785669867344E+04
 8.599381843535871E-02 -5.977499177112416E+04
 8.688993748153918E-02 -6.362304554998504E+04
 8.779539474946103E-02 -6.770466224387600E+04
 8.871028755028572E-02 -7.203318520037593E+04
 8.963471420922883E-02 -7.662266760861060E+04
 9.056877407612755E-02 -8.148779721974695E+04
 9.151256753611738E-02 -8.664392507297319E+04
 9.246619602042100E-02 -9.210719764248826E+04
 9.342976201724965E-02 -9.789461684258611E+04
 9.440336908281684E-02 -1.040240802641418E+05
 9.538712185246874E-02 -1.105144266857570E+05
 9.638112605192874E-02 -1.173854844075143E+05
 9.738548850866018E-02 -1.246581216259402E+05
 9.840031716334785E-02 -1.323542996214991E+05
 9.942572108149773E-02 -1.404971349720227E+05
 1.004618104651589E-01 -1.491109288654229E+05
 1.015086966647673E-01 -1.582210451359086E+05
 1.025664921911126E-01 -1.678539255842920E+05
 1.036353107274294E-01 -1.780373027521902E+05
 1.047152671416164E-01 -1.888003082371987E+05
 1.058064774985796E-01 -2.001735328761571E+05
 1.069090590727078E-01 -2.121890977304753E+05
 1.080231303604750E-01 -2.248807276526124E+05
 1.091488110931759E-01 -2.382838287895321E+05
 1.102862222497939E-01 -2.524355699099937E+05
 1.114354860700025E-01 -2.673749741041174E+05
 1.125967260673027E-01 -2.831429840393796E+05
 1.137700670422977E-01 -2.997822958894729E+05
 1.149556350961048E-01 -3.173373444258470E+05
 1.161535576439078E-01 -3.358546104246815E+05
 1.173639634286513E-01 -3.553828040261039E+05
 1.185869825348759E-01 -3.759729553816424E+05
 1.198227464026993E-01 -3.976785198815956E+05
 1.210713878419422E-01 -4.205554880135906E+05
 1.223330410464016E-01 -4.446625007300649E+05
 1.236078416082731E-01 -4.700609694049608E+05
 1.248959265327228E-01 -4.968152088549031E+05
 1.261974342526115E-01 -5.249925540009104E+05
 1.275125046433734E-01 -5.546631432758842E+05
 1.288412790380470E-01 -5.858998403205818E+05
 1.301839002424657E-01 -6.187786601524258E+05
 1.315405125506055E-01 -6.533790734174917E+05
 1.329112617600915E-01 -6.897841366198419E+05
 1.342962951878679E-01 -7.280806423468394E+05
 1.356957616860302E-01 -7.683592779081347E+05
 1.371098116578224E-01 -8.107147892484688E+05
 1.385385970738016E-01 -8.552461511548378E+05
 1.399822714881701E-01 -9.020567517084957E+05
 1.414409900552779E-01 -9.512545767527610E+05
 1.429149095462986E-01 -1.002952047127935E+06
 1.444041883660766E-01 -1.057265915806302E+06
 1.459089865701516E-01 -1.114317746511098E+06
 1.474294658819605E-01 -1.174234335140103E+06
 1.489657897102176E-01 -1.237147900336107E+06
 1.505181231664763E-01 -1.303196293788773E+06
 1.520866330828748E-01 -1.372523220428944E+06
 1.536714880300647E-01 -1.445278466611952E+06
 1.552728583353288E-01 -1.521618135739398E+06
 1.568909161008853E-01 -1.601704895538749E+06
 1.585258352223846E-01 -1.685708239783968E+06
 1.601777914075987E-01 -1.773804502504108E+06
 1.618469621953035E-01 -1.866176846742699E+06
 1.635335269743600E-01 -1.963015724015634E+06
 1.652376670029944E-01 -2.064519357660874E+06
 1.669595654282764E-01 -2.170894017633433E+06
 1.686994073058035E-01 -2.282354310146311E+06
 1.704573796195895E-01 -2.399123477905557E+06
 1.722336713021594E-01 -2.521433709385877E+06
